user_key,age,gender,date,itemID,itemDescription,brand,category,amount,price
112e9635f7b443d3a46c977c871f1146,28,male,2021-02-20 00:00:00, mp-00026033, Eigheen כרית ויסקו מתכבסת, Eigheen,"[' בריאות', 'אביזרי אורטופדיה', 'כריות תמיכה לגב ולמותניים']",5,255.0
112e9635f7b443d3a46c977c871f1146,28,male,2021-02-20 00:00:00, mp-00031788, Go Nature ג’קט סופטשל GRIZZLY צבע שחור, Go Nature,"[' אופנה', 'אופנת גברים', 'חליפות וזקטים', 'זקטים']",3,329.0
112e9635f7b443d3a46c977c871f1146,28,male,2021-02-20 00:00:00, mp-00031617, Go Nature מעיל גשם SEASHELL קומפקטי ומתקפל צבע אפור, Go Nature,"[' אופנה', 'אופנת גברים', 'חליפות וזקטים', 'מעילי גברים']",2,219.0
112e9635f7b443d3a46c977c871f1146,28,male,2021-02-20 00:00:00, mp-00031617, Go Nature מעיל גשם SEASHELL קומפקטי ומתקפל צבע אפור, Go Nature,"[' אופנה', 'אופנת גברים', 'חליפות וזקטים', 'מעילי גברים']",3,219.0
112e9635f7b443d3a46c977c871f1146,28,male,2020-12-18 00:00:00, mp-00050187, Flipper כיסוי ומתלה למברשת Tiger, Flipper,"[' טיפוח', 'היגיינת הפה', 'אביזרים למברשות שיניים', 'כיסויים למברשות שיניים']",2,34.9
112e9635f7b443d3a46c977c871f1146,28,male,2020-12-18 00:00:00,628397, אורל בי SENSITIVE ראשים למברשת חשמלית, אורל בי,"[' טיפוח', 'היגיינת הפה', 'אביזרים למברשות שיניים', 'ראשים חלופיים למברשות שיניים מבוגרים']",2,59.9
112e9635f7b443d3a46c977c871f1146,28,male,2020-12-18 00:00:00, mp-00041586, Alo Yoga סווטשרט  לגבר דגם TRAVERSE PULLOVER, Alo Yoga,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",5,449.0
112e9635f7b443d3a46c977c871f1146,28,male,2020-12-18 00:00:00,573826, לייף לייף-אוריאל סט פלסטרים הידרוקולואידים 313, לייף,"[' בריאות', 'אביזרי אורטופדיה']",4,47.9
112e9635f7b443d3a46c977c871f1146,28,male,2020-12-18 00:00:00, mp-00030642, Rick and Morty מחזיק מפתחות ריק, Rick and Morty,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'מחזיקי מפתחות']",5,19.0
112e9635f7b443d3a46c977c871f1146,28,male,2022-01-25 00:00:00,495042, אורל בי PRO-EXPERT מברשת שיניים להגנה מקיפה 35 רך, אורל בי,"[' טיפוח', 'היגיינת הפה', 'מברשות שיניים', 'מברשות שיניים מבוגרים']",4,42.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-01-25 00:00:00,516666, פארו SUPAGRIP, פארו,"[' טיפוח', 'היגיינת הפה', 'ניקוי דנטלי וקיסמי שיניים', 'חוט דנטלי']",3,22.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-01-25 00:00:00, mp-00048487, ROCCO נעלי בית לגברים קצף זכרון בצבע אפור עם פרווה, ROCCO,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי בית לגברים']",4,29.0
112e9635f7b443d3a46c977c871f1146,28,male,2022-01-25 00:00:00,622343, קולגייט משחת שיניים נטורל פחם פעיל ומנטה, קולגייט,"[' טיפוח', 'היגיינת הפה', 'משחות שיניים', 'משחות שיניים טבעיות']",3,32.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-01-25 00:00:00,562266, לייף משקפי שמש לילדים ER-3024 טייסים זהב וירוק, לייף,"[' אופטיקה', 'משקפי שמש', 'משקפי שמש לילדים']",1,24.9
112e9635f7b443d3a46c977c871f1146,28,male,2020-05-24 00:00:00, mp-00019386, Romantex חלוק אמבטיה מבוגר בורדו, Romantex,"[' אופנה', 'אופנת גברים', 'חלוקים ובגדים נוחים לבית', 'חלוקי בית לגברים']",3,249.0
112e9635f7b443d3a46c977c871f1146,28,male,2020-05-24 00:00:00, mp-00048769, NAUTICA קפוצון לגבר, NAUTICA,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'טרנינג - זקט וחלק עליון']",4,349.0
112e9635f7b443d3a46c977c871f1146,28,male,2020-05-24 00:00:00, mp-00041603, Alo Yoga סווטשרט  לגבר דגם TRAVERSE PULLOVER, Alo Yoga,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",4,449.0
112e9635f7b443d3a46c977c871f1146,28,male,2020-05-24 00:00:00, mp-00034940, Head CLUB Bermudas M מכנסים, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט קצרים לגברים']",1,159.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-05-04 00:00:00, mp-00035084, Head DAVIES T-Shirt M, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",5,159.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-05-04 00:00:00,527995, אורל בי Sensi UltraThin מברשת שיניים חשמלית נטענת 800, אורל בי,"[' טיפוח', 'היגיינת הפה', 'מברשות שיניים', 'מברשות שיניים חשמליות מבוגרים']",4,149.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-05-04 00:00:00,488709, לייף DENTAL מברשת שיניים לילדים 3+ ספיידרמן, לייף,"[' טיפוח', 'היגיינת הפה', 'מברשות שיניים', 'מברשות שיניים ילדים']",2,13.9
112e9635f7b443d3a46c977c871f1146,28,male,2022-05-04 00:00:00,506951, שול רפידות גל לנעלי יום-יום לגבר, שול,"[' בריאות', 'אביזרי אורטופדיה', 'מדרסים']",5,149.9
ff07276412fb411ebe387ab57b9632cf,25,male,2020-05-20 00:00:00, mp-00048562, NAUTICA קפוצון לגבר, NAUTICA,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'טרנינג - זקט וחלק עליון']",1,349.0
ff07276412fb411ebe387ab57b9632cf,25,male,2020-05-20 00:00:00, mp-00041620, Alo Yoga מכנסי  לגבר דגם IMPEL, Alo Yoga,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט ארוכים וטייטס']",5,499.0
ff07276412fb411ebe387ab57b9632cf,25,male,2020-05-20 00:00:00,465472, לייף אסטר C, לייף,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין C']",5,27.9
ff07276412fb411ebe387ab57b9632cf,25,male,2020-05-20 00:00:00,627371, יומי ויטמין C ללא תוספת סוכר בטעם תפוז, יומי,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין C']",4,42.2
ff07276412fb411ebe387ab57b9632cf,25,male,2020-05-20 00:00:00, mp-00036132, Head CLUB Bermudas M מכנסים, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט קצרים לגברים']",4,159.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-04-27 00:00:00,623973, הדס ויטמין D 600, הדס,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין D']",5,29.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-04-27 00:00:00, mp-00008625, Sensiteva דיאט קפה ירוק פלוס, Sensiteva,"[' בריאות', 'תוספי תזונה', 'דיאטה']",1,179.0
ff07276412fb411ebe387ab57b9632cf,25,male,2021-04-27 00:00:00,642550, סופהרב Tab In Gum ויטמין B12 1000 מק\ג טבליות בציפוי גומי לעיסה, סופהרב,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין B12']",4,47.2
ff07276412fb411ebe387ab57b9632cf,25,male,2021-05-25 00:00:00,382521, סופהרב B COMPLEX בתוספת מגנזיום ציטראט, סופהרב,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'קומפלקסים ושילובים']",2,77.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-05-25 00:00:00, mp-00048766, NAUTICA קפוצון לגבר, NAUTICA,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'טרנינג - זקט וחלק עליון']",2,349.0
ff07276412fb411ebe387ab57b9632cf,25,male,2021-05-25 00:00:00, mp-00041621, Alo Yoga מכנסי  לגבר דגם IMPEL, Alo Yoga,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט ארוכים וטייטס']",2,499.0
ff07276412fb411ebe387ab57b9632cf,25,male,2021-05-25 00:00:00,171185, מנון פרנטאל תוספת ויטמינים ומינרלים לנשים הרות ומניקות פלוס בטא קורטן, מנון,"[' בריאות', 'תוספי תזונה', 'ויטמינים']",3,35.81
ff07276412fb411ebe387ab57b9632cf,25,male,2021-05-25 00:00:00, mp-00036084, Head FONT T-Shirt M, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",4,119.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-05-25 00:00:00, mp-00042612, SKLZ ריבאונדר לאימון דו צדדי - QUICKSTER® SOCCER TRAINER, SKLZ,"[' ספורט וחוץ', 'משחקי ספורט ופנאי', 'כדורגל', 'ציוד לאימון כדורגל']",1,855.0
ff07276412fb411ebe387ab57b9632cf,25,male,2020-03-18 00:00:00, mp-00035613, Head POWER Shorts M מכנס מנדף, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט קצרים לגברים']",5,209.9
ff07276412fb411ebe387ab57b9632cf,25,male,2020-03-18 00:00:00,360687, סופהרב ויטמין D 1000 יחב\ל, סופהרב,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין D']",4,53.9
ff07276412fb411ebe387ab57b9632cf,25,male,2020-03-18 00:00:00, mp-00046905, NAUTICA מכנסי טרנינג לגבר, NAUTICA,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'טרנינג חלק תחתון']",3,349.0
ff07276412fb411ebe387ab57b9632cf,25,male,2020-03-18 00:00:00,623953, יומי ויטמין C+D בטעם תפוז, יומי,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין C']",1,42.2
ff07276412fb411ebe387ab57b9632cf,25,male,2020-03-18 00:00:00,421476, לייף ויטמין B12 עם חומצה פולית, לייף,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין B12']",5,40.5
ff07276412fb411ebe387ab57b9632cf,25,male,2020-03-18 00:00:00,472568, אלטמן ויטמין D-1000, אלטמן,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין D']",3,29.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-09-15 00:00:00, mp-00035297, Head PERF T-Shirt M חולצות טי שרט, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",5,229.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-09-15 00:00:00,360687, סופהרב ויטמין D 1000 יחב\ל, סופהרב,"[' בריאות', 'תוספי תזונה', 'ויטמינים', 'ויטמין D']",1,53.9
ff07276412fb411ebe387ab57b9632cf,25,male,2021-09-15 00:00:00, mp-00036908, Spirulina Full Life חיש קל פרו, Spirulina Full Life,"[' בריאות', 'תוספי תזונה', 'דיאטה']",2,127.0
ff07276412fb411ebe387ab57b9632cf,25,male,2021-09-15 00:00:00, mp-00023264, נוטריקר הגינסינג ההודי אשווגנדה, נוטריקר,"[' בריאות', 'תוספי תזונה', 'דיאטה']",1,69.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-22 00:00:00, mp-00026124, Romantex וילון אמבטיה, Romantex,"[' לבית', 'שירותים וחדרי רחצה', 'וילונות אמבטיה']",3,109.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-22 00:00:00, mp-00047936, Berko Shop מפיץ ריח נטען נייד לבית לרכב ולמשרד עם תאורת LED וחיבור USB  - ורוד, Berko Shop,"[' לבית', 'ניקיון ותחזוקת הבית', 'מפיצי ריח ומטהרי אוויר', 'מטהרי אוויר חשמליים']",4,79.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-22 00:00:00, mp-00012405, WORX מסור אנכי 550W, WORX,"[' לבית', 'כלי עבודה חשמליים', 'מסור אנכי']",4,289.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-22 00:00:00, mp-00006471, Bialetti מקינטה אינדוקציה 4 כוסות, Bialetti,"[' לבית', 'מטבח', 'קפה ותה', 'מקינטות']",2,220.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2022-11-05 00:00:00,423407, סאנדיי מטלית מיקרופייבר לרצפה, סאנדיי,"[' לבית', 'ניקיון ותחזוקת הבית', 'אביזרי ניקוי', 'מטליות']",1,11.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2022-11-05 00:00:00, mp-00000976, יוניקורן שטיח פלנל לחדר ילדים דגם חד קרן, יוניקורן,"[' לבית', 'שטיחים וריצוף', 'שטיחים לחדרי ילדים ונוער']",5,195.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2022-11-05 00:00:00, mp-00055435, פוליז מארז 4 תחתוני נשים בגזרה גבוהה, פוליז,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'תחתוני נשים']",2,79.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2022-11-05 00:00:00, mp-00011286, Getter Group סט פלסטיק שולחן + 2 כיסאות מפרץ ההרפתקאות, Getter Group,"[' לבית', 'ריהוט', 'רהיטי ילדים', 'כסאות ושולחנות ילדים']",5,215.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2022-11-05 00:00:00, mp-00023290, OLIVIER סט 2 ארגוניות אחסון אוניברסליות למקרר ולארון, OLIVIER,"[' לבית', 'אחסון וארגון', 'ארגוניות']",2,70.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-26 00:00:00, mp-00052187, Obsessive סט סקסי 2 חלקים 860 צבע אדום, Obsessive,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'הלבשה תחתונה סקסית']",1,209.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-26 00:00:00, mp-00035887, גוטקס Gottex פיגמה סט פוטר סנופי טאי דאי, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'פיגמות', 'סט פיגמה']",5,249.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-26 00:00:00,232748, בדין דפים מרככים וריחניים למייבש הכביסה ורוד, בדין,"[' לבית', 'ניקיון ותחזוקת הבית', 'כביסה', 'מבשמים ודפים ריחניים למייבש כביסה']",1,19.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-09-26 00:00:00,575084, סנו פרש הום מבשם לבית בניחוח מרכך כביסה בלו בלוסום, סנו,"[' לבית', 'ניקיון ותחזוקת הבית', 'מפיצי ריח ומטהרי אוויר', 'תרסיסי ריח']",3,12.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-08-23 00:00:00, mp-00025160, Lucitex סט חזיה ותחתון בורדו, Lucitex,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'חזיות']",2,189.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-08-23 00:00:00, mp-00049056, Addis מגש ייבוש כלים מפלסטיק - פרימיום, Addis,"[' לבית', 'מטבח', 'אחסון וארגון המטבח', 'מייבשי כלים וסכום']",3,139.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-08-23 00:00:00, mp-00045885, Celia Dee שורט ריב סימלס בצבע מוקה, Celia Dee,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'מכנסי ספורט קצרים לנשים']",4,45.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-08-23 00:00:00,627017, לייף פיגמה ארוכה לנשים דיסני אפור מנלג LXL, לייף,"[' אופנה', 'אופנת נשים', 'פיגמות', 'סט פיגמה']",4,89.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-02-08 00:00:00, mp-00056062, Total Home מטחנת פלפל / מלח מעץ מלא בצבע שחור, Total Home,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'מלחיות ופלפליות']",4,59.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-02-08 00:00:00, mp-00011845, Hot Tuna GAL נעלי הליכה לנשים, Hot Tuna,"[' אופנה', 'אופנת נשים', 'נעלי נשים', 'נעלי ספורט וסניקרס נשים']",1,99.9
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-02-08 00:00:00, mp-00010818, Ecoeuro קטלן חרקים TERMINATOR UV 2X8W, Ecoeuro,"[' לבית', 'ניקיון ותחזוקת הבית', 'הרחקת מזיקים', 'קטלני יתושים']",3,179.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-02-08 00:00:00, mp-00019781, S-Free זוג ארגזי אחסון על גלגלים, S-Free,"[' לבית', 'אחסון וארגון', 'קופסאות אחסון']",5,149.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-02-08 00:00:00, mp-00010745, Ecoeuro קטלן חרקים לד SWEEP 3W UV שחור, Ecoeuro,"[' לבית', 'ניקיון ותחזוקת הבית', 'הרחקת מזיקים', 'קוטלי חרקים']",3,89.0
93f573fbaa9742c7b7a4149ad0a82430,37,female,2021-02-08 00:00:00, mp-00048961, Addis מגש ייבוש כלים, Addis,"[' לבית', 'מטבח', 'אחסון וארגון המטבח', 'מייבשי כלים וסכום']",4,39.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-08-22 00:00:00,622765, תנובה GO חטיף חלבון בטעם שוקולד, תנובה GO,"[' מזון ומשקאות', 'מזון בריאות', 'חטיפי חלבון']",3,11.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-08-22 00:00:00, mp-00045751, TopMed בקבוק מים לשתיה/תרסיס, TopMed,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'בקבוקי שתייה']",2,30.0
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-08-22 00:00:00,637423, ויסוצקי חווית הצאי קרמל מלוח, ויסוצקי,"[' מזון ומשקאות', 'משקאות ושתיה חמה', 'תה', 'חליטות וסוגי תה אחרים']",3,24.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-08-22 00:00:00,637855, TONIS שוקולונלי שוקולד מריר 70%, TONIS,"[' מזון ומשקאות', 'שוקולד', 'טבלאות שוקולד']",3,18.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-08-22 00:00:00, mp-00052341, CAMELBAK בקבוק שתייה HOT CAP  INSULATED STAINLESS, CAMELBAK,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'תרמוסים']",1,195.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-08-22 00:00:00, mp-00021670, גרעיני עפולה חליטת תה גינגר לימון, גרעיני עפולה,"[' מזון ומשקאות', 'משקאות ושתיה חמה', 'תה', 'חליטות וסוגי תה אחרים']",5,8.8
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-05-31 00:00:00,479093, מנטוס וויט גומי לעיסה ללא סוכר בטעם פירות-מנטה, מנטוס,"[' מזון ומשקאות', 'חטיפים וממתקים', 'מסטיקים']",4,9.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-05-31 00:00:00, mp-00003489, TopMed בקבוק ספורט, TopMed,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'בקבוקי שתייה']",2,20.0
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-05-31 00:00:00, mp-00022410, כרם סילאן תמרים טבעי בקבוק לחיץ כרם, כרם,"[' מזון ומשקאות', 'ממרחים מתוקים', 'דבש וסילאן']",2,14.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-05-31 00:00:00, mp-00045830, Xenon סט 12 קופסאות אחסון עם מכסה 24 חלקים, Xenon,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'קופסאות אחסון מזון']",2,155.0
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-05-31 00:00:00,618219, לייף לייף קידס בקבוק נירוסטה 450 מ\ל עם קש מתקפל מפרץ ההרפתקאות, לייף,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'בקבוקי שתייה לילדים']",4,29.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-03-04 00:00:00, mp-00027516, Ministry Of Tea תה אורגני לימון וגינגר, Ministry Of Tea,"[' מזון ומשקאות', 'משקאות ושתיה חמה', 'תה', 'חליטות וסוגי תה אחרים']",5,19.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-03-04 00:00:00,557337, לייף חטיף חלבון בטעם בוטנים קרמל מלוח, לייף,"[' מזון ומשקאות', 'מזון בריאות', 'חטיפי חלבון']",2,17.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-03-04 00:00:00,621039, BE KIND אגוזים ומלח ים עם ציפוי בטעם שוקולד מריר, BE KIND,"[' מזון ומשקאות', 'מזון בריאות', 'חטיפי דגנים מארזים למבוגרים']",2,14.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-11-23 00:00:00,466902, ויסוצקי תה ירוק לימונית ולואיזה בתוספת עלי סטיביה, ויסוצקי,"[' מזון ומשקאות', 'משקאות ושתיה חמה', 'תה', 'חליטות וסוגי תה אחרים']",3,26.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-11-23 00:00:00, mp-00024716, ROSTI סט 3 קופסת אחסוןCIRQULA Lתכלת, ROSTI,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'קופסאות אחסון מזון']",1,107.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-11-23 00:00:00,565300, פייב מסטיק פייב בטעם תות ללא סוכר, פייב,"[' מזון ומשקאות', 'חטיפים וממתקים', 'מסטיקים']",1,10.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2020-11-23 00:00:00, mp-00045597, קיפי מארז יין אדום קברנה סוביניון ופרלינים איטלקיים בקופסה לבנה נפתחת, קיפי,"[' מזון ומשקאות', 'מארזי מתנה מזון ומשקאות', 'מארזי מתנה מזון ומשקאות']",5,189.0
9ddfce5f7df042c998ad5efdb6209a62,33,female,2021-06-28 00:00:00, mp-00046261, Jammoka פתיתי קוקוס אורגני קלוי ציפס, Jammoka,"[' מזון ומשקאות', 'מזון בריאות', 'מזון אורגני']",1,18.0
9ddfce5f7df042c998ad5efdb6209a62,33,female,2021-06-28 00:00:00, mp-00026519, CONTIGO בקבוק ילדים GIZMO, CONTIGO,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'בקבוקי שתייה לילדים']",3,72.1
9ddfce5f7df042c998ad5efdb6209a62,33,female,2021-06-28 00:00:00,434854, אורביט מסטיק אורביט וויט בטעם מנטה ללא סוכר, אורביט,"[' מזון ומשקאות', 'חטיפים וממתקים', 'מסטיקים']",1,10.9
9ddfce5f7df042c998ad5efdb6209a62,33,female,2021-06-28 00:00:00, mp-00036371, Rosoling כוס תרמית נירוסטה כפולה, Rosoling,"[' לבית', 'מטבח', 'מיכלי מזון ומשקאות', 'כוסות תרמיות']",5,69.0
9ddfce5f7df042c998ad5efdb6209a62,33,female,2021-06-28 00:00:00,430642, עלית רבע לשבע גלילי ופל בציפוי שוקולד חלב מעולה במילויי קרם אגוזים, עלית,"[' מזון ומשקאות', 'מאפים ולחמים', 'עוגות ומאפים מתוקים']",1,12.9
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-06-22 00:00:00, mp-00021466, Premio חטיף סטיק לחתול בטעם סלמון ופורל, Premio,"[' בעלי חיים', 'חתולים', 'חטיפים לחתולים']",4,5.5
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-06-22 00:00:00, mp-00036006, Care&Beauty Line מלח ים המלח טבעי, Care&Beauty Line,"[' טיפוח', 'אמבט וניקוי גוף', 'פצצות אמבטיה']",5,29.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-06-22 00:00:00, mp-00021569, Churu חטיף צורו לחתול בטעם עוף, Churu,"[' בעלי חיים', 'חתולים', 'חטיפים לחתולים']",1,14.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-06-22 00:00:00,587475, GLAMGLOW INSTAMUD מסכה במרקם קצף מעדנת נקבוביות ב 60 שניות, GLAMGLOW,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'מסכות פנים וגוף']",4,124.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-06-22 00:00:00, mp-00044167, Leonardo פאוץ מזון רטוב עם ציר ושמן סלמון במגוון טעמים לחתולים, Leonardo,"[' בעלי חיים', 'חתולים', 'מזון רטוב שימורים ומעדנים לחתולים']",1,9.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-06-22 00:00:00,455602, CLINIQUE MOISTURE SURGE מסכת לחות אינטנסיבית ללילה, CLINIQUE,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'מסכות פנים וגוף']",5,149.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2021-09-04 00:00:00,507943, CLINIQUE SMART קרם לילה לעור מעורב, CLINIQUE,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'קרמים', 'קרם לילה']",4,311.2
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2021-09-04 00:00:00,627146, PIXI גלואו טוניק, PIXI,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'ניקוי פנים']",1,19.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2021-09-04 00:00:00, mp-00043317, Premio חטיף כריות עם מילוי בתוספת טאורין במגוון טעמים לחתול - 60 גרם, Premio,"[' בעלי חיים', 'חתולים', 'חטיפים לחתולים']",5,15.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2021-09-04 00:00:00,604227, LANCOME GENIFIQUE ADVANCED סרום, LANCOME,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'סרום וטיפול בעור']",4,359.2
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2021-09-04 00:00:00,627305, SO.KO מארז רוק אנד רול , SO.KO,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'סרום וטיפול בעור']",4,89.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-10-31 00:00:00,552624, LOREAL PARIS PURE CLAY מסכה שחורה לניקוי עמוק, LOREAL PARIS,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'מסכות פנים וגוף']",2,52.6
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-10-31 00:00:00, mp-00021467, Premio חטיף רך לחתול בטעם טונה וצדפות, Premio,"[' בעלי חיים', 'חתולים', 'חטיפים לחתולים']",4,9.9
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-10-31 00:00:00,618901, Elizabeth Arden סרום סרמיד וחומצה היאלרונית, Elizabeth Arden,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'סרום וטיפול בעור']",5,489.0
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-10-31 00:00:00,576418, GLAMGLOW GRAVITYMUD FIRMING TREATMENT מסכה למיצוק והידוק העור, GLAMGLOW,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'מסכות פנים וגוף']",4,167.2
9f0dc6e1deba448eb7834e8e1afc2eb0,26,female,2020-10-31 00:00:00, mp-00015786, SOLANO קולר נגד קרציות ופרעושים לחתולים, SOLANO,"[' בעלי חיים', 'בריאות', 'אמצעים נגד פרעושים וקרציות לבעלי חיים']",5,189.0
