poduct name,product id,price,brand,category,date,user id,gender,age,store id,frequency
 CAMP IN מעשנת מלבנית, mp-00031493,759, CAMP IN, לבית/גינה ומרפסת/גרילים ובישול חוץ/מעשנות,18/02/2020,114,female,42,1,1
 UMBRA מעמד לסבון נתלה FLEX GEL אפור, mp-00013025,38.1, UMBRA, לבית/שירותים וחדרי רחצה/סבוניות ודיספנסרים,18/02/2020,114,female,42,1,2
 Bunny Tummy שמלה מחטבת - ניוד כהה, mp-00045931,392, Bunny Tummy, אופנה/אופנת נשים/הלבשה תחתונה/מחטבים,16/07/2020,114,female,42,1,9
 UMBRA מעמד לנייר טואלט TUCAN כסוף, mp-00012976,174.9, UMBRA, לבית/שירותים וחדרי רחצה/מתקן לנייר טואלט,16/07/2020,114,female,42,1,8
 Food Appeal מעמד לנייר מגבת עם זרוע, mp-00050654,89, Food Appeal, לבית/מטבח/אחסון וארגון המטבח/מתלי מגבות נייר,16/07/2020,114,female,42,1,5
 NIK NAK סל איחסון בד לבד-דינו צהוב, mp-00012860,29, NIK NAK, לבית/אחסון וארגון/סלסלאות בד לאחסון,16/07/2020,114,female,42,1,7
 Hot Tuna בקבוק שתייה גדול, mp-00011843,69.9, Hot Tuna, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,16/07/2020,114,female,42,1,5
 Chicco בקבוק שתיה ספורט  14M+, mp-00055604,34, Chicco, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה לילדים,06/02/2020,115,female,31,1,3
 ROSTI סט 3 ק.אחסון CIRQULA לבן, mp-00010929,114.6, ROSTI, לבית/מטבח/מיכלי מזון ומשקאות/קופסאות אחסון מזון,06/02/2020,115,female,31,1,1
 Pierre Chavin מארז זוגי מבעבע שרדונה - רוזה, mp-00035903,159, Pierre Chavin, מזון ומשקאות/משקאות ושתיה חמה/משקאות ללא אלכוהול/יין ללא אלכוהול,06/02/2020,115,female,31,1,10
 גלי בינס סוכריות גומי בטעם פירות יער,557221,9.9, גלי בינס, מזון ומשקאות/חטיפים וממתקים/סוכריות,06/02/2020,115,female,31,1,8
 inka משקה דגנים ועולש אורגני ללא קפאין - אינקה מגורען, mp-00003676,17.9, inka, מזון ומשקאות/משקאות ושתיה חמה/קפה/תחליפי קפה,06/02/2020,115,female,31,1,8
 נסטלה ליון חטיף דגני בוקר,610147,16.9, נסטלה, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים לילדים,27/12/2021,115,female,31,1,7
 Fresh & Lock Fresh & Lock  סט 9 קופסאות אחסון בוואקום, mp-00023520,79.9, Fresh & Lock, לבית/מטבח/מיכלי מזון ומשקאות/קופסאות אחסון מזון,27/12/2021,115,female,31,1,10
 לור קפסולות קפה אספרסו לונגו פרופונדו 8,583006,13.9, לור, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,27/12/2021,115,female,31,1,6
 STARBUCKS קפסולות קפה  ברקפסט רוסט,623284,21.9, STARBUCKS, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,27/12/2021,115,female,31,1,8
 STARBUCKS קפסולות קפה אספרסו בלונד 6,612859,21.9, STARBUCKS, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,27/12/2021,115,female,31,1,4
 קיפי מארז שוקולד מכל הלב עם 50 שוקולדים, mp-00045001,129, קיפי, מזון ומשקאות/מארזי מתנה מזון ומשקאות/מארזי מתנה מזון ומשקאות,24/09/2020,115,female,31,1,6
 לייף פילטר מתקדם אקווה אופטימה,433516,59.9, לייף, מזון ומשקאות/מים מינרלים וטיהור מים/טיהור מים,24/09/2020,115,female,31,1,3
 Rosoling כוס תרמית נירוסטה כפולה, mp-00036372,69, Rosoling, לבית/מטבח/מיכלי מזון ומשקאות/כוסות תרמיות,24/09/2020,115,female,31,1,4
 לייף וולנס בוטנים קלויים  TO GO,592009,2.9, לייף, מזון ומשקאות/פיצוחים ופירות יבשים,28/01/2021,115,female,31,1,10
 לייף לייף קידס בקבוק שתיה לילדים צמידים,593366,29.9, לייף, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה לילדים,28/01/2021,115,female,31,1,7
 פייבר וואן עוגיות אישיות בטעם שוקולד עם חתיכות בטעם שוקולד,614139,19.9, פייבר וואן, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים למבוגרים,28/01/2021,115,female,31,1,6
 Hot Tuna בקבוק שתייה, mp-00011837,59.9, Hot Tuna, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,28/01/2021,115,female,31,1,2
 גרעיני עפולה קשיו מסוכר, mp-00021680,8.8, גרעיני עפולה, מזון ומשקאות/פיצוחים ופירות יבשים,05/04/2022,115,female,31,1,4
 נסטלה ליון חטיף דגני בוקר,610147,16.9, נסטלה, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים לילדים,05/04/2022,115,female,31,1,9
 Bialetti קפה גורמה בטעם וניל, mp-00006422,30, Bialetti, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפה ארוז אספרסו / גורמה,05/04/2022,115,female,31,1,1
 לייף קנקן עם סופר ידני כולל פילטר מתקדם,433513,73.9, לייף, מזון ומשקאות/מים מינרלים וטיהור מים/טיהור מים,05/04/2022,115,female,31,1,7
 סניקרס מארז חטיפי שוקולד בוטנים וקרמל,609973,12.9, סניקרס, מזון ומשקאות/חטיפים וממתקים/חטיפים מתוקים,05/04/2022,115,female,31,1,8
 נקירי זוג מטחנות מלח/פלפל חשמליות כסוף, mp-00035916,124, נקירי, לבית/מטבח/מיכלי מזון ומשקאות/מלחיות ופלפליות,05/04/2022,115,female,31,1,2
 מוסטלה שמן עיסוי לתינוקות וילדים,618571,44.9, מוסטלה, טיפוח/דרמוקוסמטיקה,23/01/2020,116,female,55,1,10
 גל היגייני גל הגייני לניקוי הידיים 70% אלכוהול,604068,14.9, גל היגייני, טיפוח/אמבט וניקוי גוף/תכשירי חיטוי ומגבונים לידיים,23/01/2020,116,female,55,1,5
 PAYOT RITUEL CORPS קרם גוף להזנה עמוקה ומראה עור קורן,622557,48.7, PAYOT, קוסמטיקה/טיפוח מותגי קוסמטיקה/טיפוח גוף,23/01/2020,116,female,55,1,8
 BONDI SANDS מוס להסרת שיזוף עצמי,624108,85, BONDI SANDS, קוסמטיקה/טיפוח מותגי קוסמטיקה/שיזוף עצמי,23/01/2020,116,female,55,1,6
 Carnilove פאוץ מזון מלא לחתולים במגוון טעמים, mp-00044196,7, Carnilove, בעלי חיים/חתולים/מזון רטוב שימורים ומעדנים לחתולים,23/01/2020,116,female,55,1,5
 LOREAL PARIS  REVITALIFT LASER קרם-מסכה לילה אנטי-אייגינג,480043,79.9, LOREAL PARIS, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לילה,23/01/2020,116,female,55,1,3
 Nesti Dante סבון מוצק טבעי פירות תאנה וחלב שקדים, mp-00023847,23.9, Nesti Dante, טיפוח/אמבט וניקוי גוף/סבון מוצק,07/02/2022,116,female,55,1,10
 Galilee סבון שמן זית נוזלי אורגני בריח נענע רוזמרין, mp-00018001,39.9, Galilee, טיפוח/אמבט וניקוי גוף/גל רחצה,07/02/2022,116,female,55,1,10
 CLARINS SELF-TANNING שיזוף עצמי בתחליב לפנים ולגוף,628406,149, CLARINS, קוסמטיקה/טיפוח מותגי קוסמטיקה/שיזוף עצמי,07/02/2022,116,female,55,1,3
 ARATON אראטון חתול גורים, mp-00005562,259, ARATON, בעלי חיים/חתולים/מזון יבש לחתולים,19/04/2020,116,female,55,1,7
 KIEHLS SUPER MULTI CORRECTIVE קרם לחות אנטי אייגינג לפנים,607281,319, KIEHLS, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,19/04/2020,116,female,55,1,1
 CLARINS SELF-TANNING גל לשיזוף עצמי לפנים ולגוף,626813,149, CLARINS, קוסמטיקה/טיפוח מותגי קוסמטיקה/שיזוף עצמי,19/04/2020,116,female,55,1,7
 PETEX קערת נירוסטה תחתית נגד החלקה, mp-00006942,29, PETEX, בעלי חיים/אביזרי האכלה ושתייה/קערות אוכל ושתייה,19/04/2020,116,female,55,1,6
 סבוקלם BABY אל סבון ושמפו,515000,54.9, סבוקלם, טיפוח/דרמוקוסמטיקה,20/12/2021,116,female,55,1,8
 Galilee סבון שמן זית נוזלי אורגני בריח נענע רוזמרין, mp-00018001,39.9, Galilee, טיפוח/אמבט וניקוי גוף/גל רחצה,20/12/2021,116,female,55,1,7
 CLINIQUE תכשיר הגנה לפנים בעל SPF50,524748,95.2, CLINIQUE, קוסמטיקה/טיפוח מותגי קוסמטיקה/הגנה מפני השמש,20/12/2021,116,female,55,1,4
 Disney סט איפור אובלי ורוד,604300,34.9, Disney, קוסמטיקה/ערכות איפור/ערכות איפור,20/12/2021,116,female,55,1,7
 קונג בובת סנאי מרשרשת עם מקום למילוי חוזר של קטניפ, mp-00043236,39, קונג, בעלי חיים/חתולים/צעצועים לחתולים,20/12/2021,116,female,55,1,4
 PETEX חול קריסטל לחתול, mp-00006829,25, PETEX, בעלי חיים/חתולים/חול,28/09/2021,116,female,55,1,5
 Leonardo פאוץ מזון רטוב עם ציר ושמן סלמון במגוון טעמים לחתולים - גורים, mp-00044193,9, Leonardo, בעלי חיים/חתולים/מזון רטוב שימורים ומעדנים לחתולים,28/09/2021,116,female,55,1,10
 CERAVE גל מקציף לניקוי העור רגיל-שמן,590731,43.9, CERAVE, טיפוח/דרמוקוסמטיקה,28/09/2021,116,female,55,1,2
 Head DAVIES Polo Shirt M חולצת פולו, mp-00035718,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,07/05/2021,117,male,40,1,3
 הדס ויטמין B12 וחומצה פולית טבליות מציצה,170906,59.9, הדס, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,07/05/2021,117,male,40,1,7
 סופהרב ויטמין C 500 לא חומצי,390646,56.5, סופהרב, בריאות/תוספי תזונה/ויטמינים/ויטמין C,07/05/2021,117,male,40,1,5
 הדס חומצה פולית 400 מקג,291867,54.9, הדס, בריאות/תוספי תזונה/ויטמינים/חומצה פולית,05/01/2022,117,male,40,1,4
 אלטמן B12 מתיל קובלאמין 1000 מק\ג,524851,44.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,05/01/2022,117,male,40,1,7
 Head DAVIES T-Shirt M, mp-00035084,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,05/01/2022,117,male,40,1,5
 Head EASY COURT T-Shirt M טי שארט, mp-00035108,99.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,05/01/2022,117,male,40,1,7
 לייף ויטמין C 500 קומפלקס,477372,34.9, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין C,05/01/2022,117,male,40,1,2
 פלוריש די-טאבס 400 UI,319594,24.9, פלוריש, בריאות/תוספי תזונה/ויטמינים/ויטמין D,27/01/2022,117,male,40,1,6
 לייף ALL IN חטיף חלבון בטעם בננה טופי,504564,13.9, לייף, מזון ומשקאות/מזון בריאות/חטיפי חלבון,27/01/2022,117,male,40,1,6
 סודות המזרח גרסיניה קמבוגיה אקסטרקט תרסיס,551655,119.9, סודות המזרח, בריאות/תוספי תזונה/דיאטה,27/01/2022,117,male,40,1,5
 Spirulina Full Life פרוט גוס ירוק, mp-00042504,149, Spirulina Full Life, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,27/01/2022,117,male,40,1,10
 ATX FITNESS ספת כושר מתכווננת BARY, mp-00003089,449, ATX FITNESS, ספורט וחוץ/מכשירי כושר ומשקולות/משקולות וציוד לאימון כח/ספת כושר,27/01/2022,117,male,40,1,9
 Head DAVIES T-Shirt M, mp-00035084,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,19/09/2020,117,male,40,1,6
 Head CLUB Bermudas M מכנסים, mp-00036137,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,19/09/2020,117,male,40,1,5
 M.D.S. Pharm ספרונל תמצית מרוכזת של זעפרן להרגעה, mp-00003707,149, M.D.S. Pharm, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,19/09/2020,117,male,40,1,6
 Head DAVIES Polo Shirt M חולצת פולו, mp-00035718,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,19/09/2020,117,male,40,1,4
 PROTEIN 33 חטיף חלבון בטעם קרמל מלוח,638539,11.9, PROTEIN 33, מזון ומשקאות/מזון בריאות/חטיפי חלבון,19/09/2020,117,male,40,1,9
 Head CLUB CHRIS T-Shirt M חולצת טי שארט, mp-00035079,109.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,11/04/2020,117,male,40,1,5
 Head DAVIES Polo Shirt M חולצת פולו, mp-00035719,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,11/04/2020,117,male,40,1,4
 NAUTICA קפוצון של נאוטיקה לגברים K737940ZA, mp-00046917,199, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,11/04/2020,117,male,40,1,2
 Head EASY COURT T-Shirt M טי שארט, mp-00035099,99.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,11/04/2020,117,male,40,1,8
 Pharma Care זוג מארזי חוט דנטלי עם ידית מנטה, mp-00007413,16, Pharma Care, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,01/05/2022,118,female,32,1,3
 לייף DENTAL מברשת שיניים לילדים 3+ שנים,488714,13.9, לייף, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים ילדים,01/05/2022,118,female,32,1,2
 אלטמן ויטמין C 1000 מ\ג בתוספת פקעות ורדים,351477,58.4, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין C,01/05/2022,118,female,32,1,3
 מרידול מברשות שיניים לחניכיים רגישות,330008,29.9, מרידול, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים מבוגרים,01/05/2022,118,female,32,1,10
 אורל בי 3D White - משחת שיניים להלבנה מושלמת,594486,19.9, אורל בי, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים להלבנה,29/08/2021,118,female,32,1,10
 Puritans Pride תמצית אסטרגלוס 250 מ\ג בריכוז 4, mp-00016992,79.9, Puritans Pride, בריאות/תוספי תזונה/צמחי מרפא/אסטרגלוס,29/08/2021,118,female,32,1,10
 גורדן משחת שיניים לשיניים קבועות 6-12 שנים,591279,11.9, גורדן, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים ילדים,29/08/2021,118,female,32,1,2
 קולגייט משחת שיניים זירו ספירמינט ללא חומרים מלאכותיים,614553,36.9, קולגייט, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים טבעיות,29/08/2021,118,female,32,1,9
 סולגאר תמצית קוהוש שחור,194834,287.9, סולגאר, בריאות/תוספי תזונה/צמחי מרפא/צמחי מרפא אחרים,29/08/2021,118,female,32,1,7
 אורל בי ראשי מילוי למברשת שיניים חשמלית לילדים פרוזן,565757,115.9, אורל בי, טיפוח/היגיינת הפה/אביזרים למברשות שיניים/ראשים חלופיים למברשות שיניים ילדים,29/08/2021,118,female,32,1,7
 תפוח גרבידול טבליות גינגר וויטמינים למציצה בטעם הדרים,330327,62.9, תפוח, בריאות/תוספי תזונה/צמחי מרפא/צמחי מרפא אחרים,18/12/2020,118,female,32,1,3
 קולגייט משחת שיניים רגישות,594353,27.9, קולגייט, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לשיניים רגישות,18/12/2020,118,female,32,1,8
 גורדן ראשים למברשת שיניים חשמלית הלבנה,603224,89, גורדן, טיפוח/היגיינת הפה/אביזרים למברשות שיניים/ראשים חלופיים למברשות שיניים מבוגרים,18/12/2020,118,female,32,1,10
 יערות מורינגה קרם מורינגה פלאי מרגיע עור מגורה ופגוע, mp-00046487,285, יערות מורינגה, בריאות/רפואה טבעית/צמחי מרפא,18/12/2020,118,female,32,1,1
 הדס ויטמין B12 וחומצה פולית טבליות מציצה,170906,59.9, הדס, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,21/03/2021,118,female,32,1,4
 לייף Dental חוט דנטלי עם שעווה בתוספת פלואוריד בטעם מנטה,403585,18.9, לייף, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,21/03/2021,118,female,32,1,2
 מרידול מי פה לנשימה רעננה יעילות מוכחת קלינית,533775,26.9, מרידול, טיפוח/היגיינת הפה/מי פה/מי פה מבוגרים,21/03/2021,118,female,32,1,2
 ד\ר רקבק R49 תרסיס הומאופטי לתחושת גודש באף,270773,59.9, ד\ר רקבק, בריאות/רפואה טבעית/הומיאופתיה,21/03/2021,118,female,32,1,10
 רסקיו רמדי לילה - טיפות מפרחי באך,310823,69.9, רסקיו, בריאות/רפואה טבעית/הרגעה טבעית,21/03/2021,118,female,32,1,3
 OS+ תמציות צמחים פוזיטיב, mp-00008347,149, OS+, בריאות/רפואה טבעית/הרגעה טבעית,21/03/2021,118,female,32,1,7
 סופהרב טיפות ויטמין D-1000 כשר בד\צ,363376,31.8, סופהרב, בריאות/תוספי תזונה/ויטמינים/ויטמין D,06/01/2021,118,female,32,1,6
 קולגייט משחת שיניים אופטיק ווייט אקספרט קומפליט,615343,54.9, קולגייט, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים להלבנה,06/01/2021,118,female,32,1,2
 Wisdom מברשת לניקוי בין השיניים כחולה, mp-00012245,20, Wisdom, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,06/01/2021,118,female,32,1,5
 ליסטרין טוטל קר שטיפת פה,429243,39.9, ליסטרין, טיפוח/היגיינת הפה/מי פה/מי פה מבוגרים,06/01/2021,118,female,32,1,9
 גורדן מברשת שיניים רכה במיוחד GREEN CLEAN לילדים גילאי 5-10 סופט צבע כחול,596035,12.9, גורדן, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים ילדים,06/01/2021,118,female,32,1,8
 LEVIS גינס ליוויס לגבר דגם 501  גזרה ישרה, mp-00030765,449, LEVIS, אופנה/אופנת גברים/מכנסיים/ג׳ינס,11/04/2020,119,male,44,1,2
 Blundstone מגפי גברים דגם 510, mp-00038871,449, Blundstone, אופנה/אופנת גברים/נעלי גברים/מגפי גברים,11/04/2020,119,male,44,1,2
 CoCoMelon ערכת רופא קוקומלון, mp-00025023,159, CoCoMelon, צעצועים ומשחקים/בובות ודמויות צעצוע/בובות אינטראקטיביות,11/04/2020,119,male,44,1,9
 Twigy אוהל פעילות עם 20 כדורים, mp-00016161,239, Twigy, צעצועים ומשחקים/צעצועי פעילות/אוהל ובריכות כדורים,11/04/2020,119,male,44,1,1
 HAPE פסנתר כנף עם 30 קלידים - שחור, mp-00054138,799, HAPE, צעצועים ומשחקים/צעצועים מוזיקליים/כלי נגינה צעצוע,11/04/2020,119,male,44,1,3
 Viga דלי קוביות עץ 50 יח - חווה, mp-00010221,74.9, Viga, צעצועים ומשחקים/צעצועי בנייה/קוביות עץ,02/07/2020,119,male,44,1,2
 Disney גיטרה מיקי וחברים-דיסני, mp-00002877,34.9, Disney, צעצועים ומשחקים/צעצועים מוזיקליים/כלי נגינה צעצוע,02/07/2020,119,male,44,1,4
 AM AV ערכת יצירה - אמא אבא משעמם לי!, mp-00030971,35, AM AV, צעצועים ומשחקים/משחקי קופסה/ערכות יצירה,02/07/2020,119,male,44,1,1
 תלמה חטיף דגנים שוגי עם שוקולד לבן ושוקולד חלב,571786,15.9, תלמה, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים לילדים,02/07/2020,119,male,44,1,9
 Calvin Klein מארז שלושה טישירט  צווארון V לגבר, mp-00036739,119, Calvin Klein, אופנה/אופנת גברים/חולצות לגבר/טי שירט,30/12/2020,119,male,44,1,1
 Inov-8 F-Lite G 300 נעלי אימון לגברים, mp-00041207,399, Inov-8, אופנה/אופנת גברים/נעלי גברים/נעלי בריאות,30/12/2020,119,male,44,1,1
 NERF 20 חצי ספוג נרף, mp-00018566,50, NERF, צעצועים ומשחקים/משחקי חוץ/רובי משחק לילדים,30/12/2020,119,male,44,1,4
 Getter Group סט פלסטיק שולחן + 2 כיסאות חד קרן, mp-00016230,215, Getter Group, לבית/ריהוט/רהיטי ילדים/כסאות ושולחנות ילדים,30/12/2020,119,male,44,1,7
 POP בובת פופ- My Hero Academia Shota Aizawa, mp-00046635,65, POP, צעצועים ומשחקים/בובות ודמויות צעצוע/בובות POP,04/02/2020,119,male,44,1,5
 הארי פוטר מחזיק מפתחות הפלפאף 2, mp-00030985,20, הארי פוטר, אופנה/אופנת גברים/אקססוריז לגברים/מחזיקי מפתחות,04/02/2020,119,male,44,1,2
 Zuru ביצת הפתעות דינו ענקית SMASHERS- עונה 4, mp-00026526,199, Zuru, צעצועים ומשחקים/בובות ודמויות צעצוע/בובות בעלי חיים,04/02/2020,119,male,44,1,8
 Cool Games דידקטי אותיות- משחק חשיבה מאתגר, mp-00010998,39, Cool Games, צעצועים ומשחקים/משחקי קופסה/משחקי שפה ומספרים,04/02/2020,119,male,44,1,4
 Hilis סבוניית סירה עם כדורים B.Duck, mp-00008292,23.4, Hilis, צעצועים ומשחקים/בריכות ומשחקי מים/צעצועי אמבט,04/02/2020,119,male,44,1,10
 Charger X קורקינט פעלולים פרו מטאלי, mp-00050146,719, Charger X, צעצועים ומשחקים/צעצועי רכיבה/קורקינטים וסקוטרים,23/01/2022,119,male,44,1,4
 משפחת סילבניאן משפחת חתולים מפוספסים, mp-00010725,114.9, משפחת סילבניאן, צעצועים ומשחקים/בובות ודמויות צעצוע/אוספים,23/01/2022,119,male,44,1,8
 משפחת סילבניאן משפחת ארנבונים קונטיננטל, mp-00013166,94.9, משפחת סילבניאן, צעצועים ומשחקים/בובות ודמויות צעצוע/אוספים,23/01/2022,119,male,44,1,7
 Mega Bloks משחק הרכבה - מתחם פעלולים, mp-00019763,45, Mega Bloks, צעצועים ומשחקים/צעצועי בנייה/צעצועי סט בנייה,23/01/2022,119,male,44,1,3
 SMART TRIKE תלת אופן smarTrike STR 5 שחור לבן, mp-00003998,900, SMART TRIKE, צעצועים ומשחקים/צעצועי רכיבה/תלת אופן,23/01/2022,119,male,44,1,2
 POP בובת פופ The Matrix 4 Morpheus with blue suit - מורפיוס מהמטריקס עם חליפה כחולה, mp-00046836,65, POP, צעצועים ומשחקים/בובות ודמויות צעצוע/בובות POP,23/01/2022,119,male,44,1,9
 GREEN מארז שלישיית גרבי נשים ריחניים MINT, mp-00048081,34.9, GREEN, אופנה/אופנת נשים/הלבשה תחתונה/גרבי נשים,31/03/2020,120,female,33,1,8
 boebody מדבקות לחזה - לפטמה - 4 זוגות, mp-00022378,36, boebody, אופנה/אופנת נשים/הלבשה תחתונה/חזיות,31/03/2020,120,female,33,1,4
 Head CLUB Basic Skort Long W חצאית עם טייץ, mp-00035290,159.9, Head, אופנה/אופנת נשים/ביגוד ספורט לנשים/מכנסים וטייצים לספורט,31/03/2020,120,female,33,1,8
 melissa and doug חוברת צביעה רב פעמית טוש מים - לימוד ABC, mp-00037726,39, melissa and doug, יצירה ותחביבים/ספרים וחוברות/חוברות פעילות לילדים,31/03/2020,120,female,33,1,9
 לייף לייף שלישיית תחתונים בגזרת מיני 3PP אפור,600181,54.9, לייף, אופנה/אופנת נשים/הלבשה תחתונה/תחתוני נשים,31/03/2020,120,female,33,1,4
 Blundstone מגפי נשים דגם 1320, mp-00038840,499, Blundstone, אופנה/אופנת נשים/נעלי נשים/מגפי נשים,31/03/2020,120,female,33,1,8
 אגם הוצאה לאור ההיא על האי, mp-00001231,59.2, אגם הוצאה לאור, יצירה ותחביבים/ספרים וחוברות/ספרי ילדים,13/06/2021,120,female,33,1,6
 מיכל שן בכר שרשרת סטיינלסט סטיל דגם פלמינגו, mp-00014012,119, מיכל שן בכר, אופנה/אופנת נשים/תכשיטים/שרשראות וצ׳וקרים,13/06/2021,120,female,33,1,5
 Little Penguin חלוק רחצה לילדים - כחול, mp-00014652,108.75, Little Penguin, אופנה/ילדים/פיג׳מות וחלוקים/חלוקי בית לילדים,13/06/2021,120,female,33,1,3
 MINENE סט חולצה ומכנסיים, mp-00055043,59.9, MINENE, אופנה/ילדים/חליפות,13/06/2021,120,female,33,1,1
 אגם הוצאה לאור יוגה לילה טוב, mp-00025273,67.2, אגם הוצאה לאור, יצירה ותחביבים/ספרים וחוברות/ספרי ילדים,23/09/2020,120,female,33,1,8
 Alo Yoga טייץ  בעיצוב מותג בגדי היוגה הקליפורני  לנשים, mp-00023958,439, Alo Yoga, אופנה/אופנת נשים/מכנסיים/טייטס,23/09/2020,120,female,33,1,10
 Nine West כפכף לנשים שתי רצועות בצבע שחור ואבזם כסוף, mp-00054094,279, Nine West, אופנה/אופנת נשים/נעלי נשים/סנדלים וכפכפים,23/09/2020,120,female,33,1,6
 Alo Yoga טייץ בעיצוב מותג בגדי היוגה הקליפורני   לנשים, mp-00024051,429, Alo Yoga, אופנה/אופנת נשים/מכנסיים/טייטס,23/09/2020,120,female,33,1,1
 Alo Yoga חזית ספורט לנשים דגם PEAK BRA, mp-00030274,199, Alo Yoga, אופנה/אופנת נשים/ביגוד ספורט לנשים/חזיות ספורט,23/09/2020,120,female,33,1,9
 Disney כיסא ילדים מתקפל יסמין, mp-00011104,79, Disney, לבית/ריהוט/רהיטי ילדים/כסאות ושולחנות ילדים,23/09/2020,120,female,33,1,5
 אגם הוצאה לאור מילות קסמים - מארז 12 ספרונים, mp-00002653,144, אגם הוצאה לאור, יצירה ותחביבים/ספרים וחוברות/ספרי ילדים,14/04/2022,120,female,33,1,4
 melissa and doug חוברת מדבקות 16 דפי יצירה ו 500 מדבקות - קינוחים ופינוקים, mp-00037857,39, melissa and doug, יצירה ותחביבים/יצירה לילדים/נייר ומדבקות,14/04/2022,120,female,33,1,6
 IMAHOT סריג ורוד להריון והנקה, mp-00019721,165, IMAHOT, אופנה/אופנת נשים/בגדי הריון והנקה/חולצות וטופים להריון והנקה,14/04/2022,120,female,33,1,1
 סמי הכבאי כובע קיץ סמי הכבאי כחול בהיר, mp-00046649,20, סמי הכבאי, אופנה/ילדים/אקססוריז לילדים/כובעים,14/04/2022,120,female,33,1,8
 Z SPORT חולצות בטן עם פתח קדמי, mp-00034123,149, Z SPORT, אופנה/אופנת נשים/ביגוד ספורט לנשים/חולצות ספורט לנשים,14/04/2022,120,female,33,1,8
 Keds סניקרס לילדים בצבע שחור לבן FH04BK, mp-00048319,119, Keds, אופנה/ילדים/נעלי ילדים/נעלי ספורט וסניקרס ילדים,14/01/2021,120,female,33,1,8
 גוטקס Gottex בייקר שורט לייקרה, mp-00020604,129, גוטקס Gottex, אופנה/אופנת נשים/ביגוד ספורט לנשים/מכנסים וטייצים לספורט,14/01/2021,120,female,33,1,4
 REPLAY גופיית ריב כותנה דגם 201 צבע חרדל, mp-00053078,49.9, REPLAY, אופנה/אופנת נשים/חולצות וטופים/גופיות,14/01/2021,120,female,33,1,3
 סרקל שמפו לילדים,5588,19.9, סרקל, טיפוח/טיפוח ילדים/סירוק קל,14/01/2021,120,female,33,1,4
 melissa and doug סט חותמות אותיות ה- A-B-C, mp-00038561,119, melissa and doug, יצירה ותחביבים/יצירה לילדים/ערכות יצירה,14/01/2021,120,female,33,1,5
